"","Month","Year","Type","Country","Activity","Gender","Injury","Time"
"3445","August",1964,"Unprovoked","PANAMA","Diving","M","Injured","1600"
"3447","July",1964,"Unprovoked","SOUTH AFRICA","Others","M","No Injury","1600"
"3448","July",1964,"Unprovoked","USA","Others","M","No Injury","1830"
"3449","July",1964,"Unprovoked","SOUTH AFRICA","Fishing","M","Fatal","1830"
"3450","July",1964,"Provoked","USA","Attempting to approach sharks","M","No Injury","1830"
"3451","July",1964,"Unprovoked","PAPUA NEW GUINEA","Fishing","M","Fatal","1830"
"3452","July",1964,"Boating","PAPUA NEW GUINEA","Canoeing","M","No Injury","1410"
"3453","June",1964,"Sea Disaster","BERMUDA","Filming","M","Fatal","2000"
"3454","June",1964,"Unprovoked","USA","Swimming","F","Fatal","1400"
"3455","June",1964,"Boating","USA","Fishing","M","No Injury","1900"
"3456","June",1964,"Boating","PAPUA NEW GUINEA","Fishing","M","No Injury","0830"
"3457","June",1964,"Unprovoked","FIJI","Fishing","M","Injured","0830"
"3458","June",1964,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1330"
"3459","May",1964,"Unprovoked","PANAMA","Standing","M","No Injury","1330"
"3460","May",1964,"Unprovoked","FIJI","Fishing","M","Fatal","1410"
"3461","May",1964,"Unprovoked","PANAMA","Diving","M","Fatal","1410"
"3462","April",1964,"Unprovoked","PAPUA NEW GUINEA","Fishing","M","Fatal","1630"
"3463","March",1964,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1630"
"3464","March",1964,"Sea Disaster","PAPUA NEW GUINEA","Canoeing","M","Fatal","1445"
"3465","March",1964,"Unprovoked","USA","Diving","M","Injured","1410"
"3466","March",1964,"Unprovoked","SENEGAL","Diving","M","Injured","1340"
"3467","February",1964,"Provoked","FIJI","Fishing","M","Injured","1730"
"3468","February",1964,"Unprovoked","NEW CALEDONIA","Diving","M","Fatal","1730"
"3469","February",1964,"Unprovoked","FIJI","Fishing","M","Fatal","1730"
"3470","February",1964,"Unprovoked","NEW ZEALAND","Diving","M","Injured","1730"
"3471","February",1964,"Unprovoked","NEW ZEALAND","Fishing","M","No Injury","1730"
"3472","February",1964,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1730"
"3473","February",1964,"Unprovoked","NEW ZEALAND","Others","M","Injured","1830"
"3474","February",1964,"Unprovoked","NEW ZEALAND","Swimming","M","Fatal","1830"
"3476","February",1964,"Boating","NEW ZEALAND","Kayaking","M","No Injury","1830"
"3477","February",1964,"Unprovoked","USA","Swimming","M","No Injury","1830"
"3478","February",1964,"Unprovoked","COSTA RICA","Swimming","M","Fatal","1400"
"3479","January",1964,"Unprovoked","FIJI","Fishing","M","Fatal","1150"
"3480","January",1964,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1445"
"3481","January",1964,"Unprovoked","SOUTH AFRICA","Standing","M","Injured","1445"
"3482","January",1964,"Boating","SOUTH AFRICA","Attempting to approach sharks","M","No Injury","1445"
"3483","January",1964,"Unprovoked","AUSTRALIA","Diving","M","Injured","0845"
"3484","January",1964,"Unprovoked","USA","Diving","M","Injured","0945"
"3485","January",1964,"Unprovoked","PAPUA NEW GUINEA","Fishing","M","Fatal","1600"
"3486","January",1964,"Unprovoked","FIJI","Swimming","F","Injured","1300"
"3488","January",1964,"Unprovoked","SOUTH AFRICA","Diving","M","Injured","1200"
"3489","January",1964,"Unprovoked","NEW ZEALAND","Diving","M","No Injury","1630"
"3490","December",1963,"Unprovoked","SOUTH AFRICA","Standing","F","Injured","1630"
"3491","December",1963,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1115"
"3492","December",1963,"Unprovoked","AUSTRALIA","Boating","M","No Injury","1115"
"3493","December",1963,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1500"
"3494","December",1963,"Unprovoked","ATLANTIC OCEAN","Others","F","Injured","1030"
"3495","December",1963,"Provoked","SOUTH AFRICA","Attempting to approach sharks","M","Injured","0800"
"3496","December",1963,"Provoked","AUSTRALIA","Fishing","M","Injured","1400"
"3497","December",1963,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1400"
"3498","December",1963,"Unprovoked","SOUTH AFRICA","Surfing","M","Fatal","1400"
"3499","December",1963,"Unprovoked","AUSTRALIA","Fishing","M","Injured","0830"
"3500","December",1963,"Unprovoked","NEW BRITAIN","Fishing","M","Fatal","1500"
"3501","November",1963,"Unprovoked","NEW ZEALAND","Swimming","M","Injured","1300"
"3502","November",1963,"Provoked","PAPUA NEW GUINEA","Fishing","F","Injured","1300"
"3503","November",1963,"Unprovoked","FIJI","Fishing","F","Injured","1700"
"3504","November",1963,"Unprovoked","FIJI","Fishing","M","Injured","1055"
"3505","November",1963,"Unprovoked","ITALY","Fishing","M","No Injury","1055"
"3506","November",1963,"Provoked","AUSTRALIA","Fishing","M","No Injury","1055"
"3507","November",1963,"Provoked","USA","Attempting to approach sharks","M","No Injury","1055"
"3508","November",1963,"Unprovoked","PAPUA NEW GUINEA","Wading","M","Injured","1055"
"3509","November",1963,"Unprovoked","PALAU","Fishing","M","Injured","1630"
"3510","October",1963,"Unprovoked","USA","Fishing","M","Injured","1000"
"3511","October",1963,"Provoked","NORTH PACIFIC OCEAN","Fishing","M","Injured","1430"
"3512","September",1963,"Unprovoked","CHILE","Diving","M","Fatal","0705"
"3513","September",1963,"Unprovoked","USA","Adrifting","M","Fatal","0705"
"3514","September",1963,"Unprovoked","SOLOMON ISLANDS","Fishing","M","Fatal","0705"
"3515","September",1963,"Provoked","AUSTRALIA","Surfing","M","Injured","0705"
"3516","September",1963,"Provoked","USA","Fishing","M","Injured","1130"
"3517","August",1963,"Unprovoked","DOMINICAN REPUBLIC","Swimming","M","Fatal","1000"
"3518","July",1963,"Unprovoked","FEDERATED STATES OF MICRONESIA","Fishing","M","Injured","1400"
"3519","July",1963,"Unprovoked","USA","Bathing","M","Injured","1812"
"3520","July",1963,"Provoked","USA","Fishing","M","Injured","0710"
"3521","July",1963,"Sea Disaster","JAMAICA","Fishing","M","Fatal","1900"
"3522","July",1963,"Unprovoked","PANAMA","Standing","M","Fatal","1600"
"3523","June",1963,"Unprovoked","GREECE","Swimming","F","Fatal","1545"
"3524","June",1963,"Provoked","PAPUA NEW GUINEA","Fishing","M","Injured","1430"
"3525","May",1963,"Unprovoked","USA","Swimming","M","Injured","1630"
"3526","May",1963,"Sea Disaster","PHILIPPINES","Boating","M","Fatal","1100"
"3527","April",1963,"Provoked","AUSTRALIA","Fishing","M","Injured","1100"
"3528","April",1963,"Unprovoked","USA","Swimming","M","Fatal","1730"
"3529","April",1963,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1530"
"3530","April",1963,"Unprovoked","AUSTRALIA","Surfing","M","Injured","0730"
"3531","April",1963,"Unprovoked","USA","Surfing","M","Injured","1300"
"3533","March",1963,"Sea Disaster","SOLOMON ISLANDS","Others","M","Fatal","1250"
"3534","February",1963,"Unprovoked","PAPUA NEW GUINEA","Swimming","M","Injured","1400"
"3535","February",1963,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1415"
"3536","February",1963,"Unprovoked","FIJI","Fishing","M","Injured","0945"
"3539","January",1963,"Unprovoked","FIJI","Diving","M","Injured","1100"
"3540","January",1963,"Unprovoked","AUSTRALIA","Wading","F","Fatal","0740"
"3541","January",1963,"Unprovoked","AUSTRALIA","Swimming","M","Fatal","1700"
"3542","January",1963,"Boating","SOUTH AFRICA","Fishing","M","No Injury","1500"
"3543","January",1963,"Provoked","NEW ZEALAND","Fishing","M","Injured","1500"
"3544","January",1963,"Provoked","SOUTH AFRICA","Fishing","M","Injured","1500"
"3545","January",1963,"Unprovoked","SOUTH AFRICA","Diving","M","Injured","1700"
"3546","January",1963,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1233"
"3547","January",1963,"Provoked","AUSTRALIA","Fishing","M","No Injury","1233"
"3550","July",1963,"Unprovoked","SEYCHELLES","Fishing","M","Fatal","1233"
"3551","December",1962,"Provoked","SOUTH AFRICA","Diving","M","Injured","0645"
"3552","December",1962,"Unprovoked","AUSTRALIA","Fishing","M","Fatal","0645"
"3553","December",1962,"Boating","SOUTH AFRICA","Fishing","M","No Injury","0945"
"3554","November",1962,"Unprovoked","AUSTRALIA","Diving","M","No Injury","1400"
"3556","November",1962,"Unprovoked","USA","Diving","M","Injured","1506"
"3557","November",1962,"Boating","AUSTRALIA","Fishing","M","No Injury","0900"
"3558","November",1962,"Sea Disaster","MID ATLANTIC OCEAN","Others","M","No Injury","0900"
"3559","October",1962,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1630"
"3560","October",1962,"Unprovoked","MEXICO","Wading","M","Fatal","1254"
"3562","October",1962,"Boating","AUSTRALIA","Adrifting","M","No Injury","0830"
"3563","October",1962,"Unprovoked","USA","Fishing","F","Injured","0730"
"3564","October",1962,"Unprovoked","PANAMA","Sitting","M","Fatal","1330"
"3565","September",1962,"Unprovoked","BRITISH WEST INDIES","Fishing","M","Injured","1635"
"3566","September",1962,"Unprovoked","MEXICO","Swimming","M","Injured","1845"
"3567","September",1962,"Unprovoked","SOUTH ATLANTIC OCEAN","Diving","M","Fatal","1845"
"3568","September",1962,"Unprovoked","ITALY","Fishing","M","Fatal","1845"
"3571","August",1962,"Provoked","PAPUA NEW GUINEA","Fishing","M","Injured","1845"
"3572","August",1962,"Provoked","USA","Diving","M","Injured","0930"
"3574","August",1962,"Boating","SOUTH AFRICA","Fishing","M","No Injury","1730"
"3575","August",1962,"Unprovoked","USA","Fishing","M","Fatal","1730"
"3576","August",1962,"Unprovoked","USA","Standing","M","Injured","1130"
"3577","August",1962,"Unprovoked","PAPUA NEW GUINEA","Fishing","M","Fatal","1645"
"3578","August",1962,"Unprovoked","ITALY","Diving","M","No Injury","0955"
"3579","August",1962,"Unprovoked","SENEGAL","Fishing","M","Injured","1100"
"3580","July",1962,"Unprovoked","USA","Standing","M","Injured","1730"
"3581","July",1962,"Provoked","MADAGASCAR","Attempting to approach sharks","M","Injured","0930"
"3582","July",1962,"Provoked","USA","Fishing","M","Injured","1500"
"3583","July",1962,"Unprovoked","USA","Surfing","M","Injured","0930"
"3584","July",1962,"Unprovoked","USA","Diving","M","Injured","1655"
"3586","June",1962,"Unprovoked","USA","Boating","M","Fatal","1530"
"3587","June",1962,"Boating","SOUTH AFRICA","Fishing","M","No Injury","1600"
"3588","June",1962,"Unprovoked","USA","Others","M","Injured","1500"
"3589","June",1962,"Unprovoked","USA","Others","M","Injured","1230"
"3592","June",1962,"Unprovoked","PAPUA NEW GUINEA","Washing","M","Fatal","1300"
"3593","June",1962,"Unprovoked","USA","Standing","M","Injured","1700"
"3594","June",1962,"Boating","AUSTRALIA","Fishing","M","No Injury","1650"
"3595","June",1962,"Provoked","USA","Diving","M","Injured","1650"
"3596","June",1962,"Unprovoked","USA","Diving","M","Injured","1330"
"3598","May",1962,"Sea Disaster","USA","Others","M","Fatal","1330"
"3599","May",1962,"Boating","FIJI","Fishing","M","No Injury","1700"
"3600","April",1962,"Provoked","AUSTRALIA","Fishing","M","No Injury","0730"
"3601","April",1962,"Unprovoked","MOZAMBIQUE","Swimming","M","Injured","0730"
"3602","April",1962,"Unprovoked","SOUTH AFRICA","Wading","M","Injured","2130"
"3603","April",1962,"Provoked","SOUTH AFRICA","Fishing","M","Injured","1800"
"3605","March",1962,"Boating","AUSTRALIA","Fishing","M","No Injury","1800"
"3606","March",1962,"Unprovoked","PAPUA NEW GUINEA","Swimming","M","Fatal","1800"
"3607","February",1962,"Unprovoked","PAPUA NEW GUINEA","Fishing","M","Injured","1800"
"3608","February",1962,"Provoked","NEW ZEALAND","Swimming","M","Injured","1630"
"3609","February",1962,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1700"
"3610","February",1962,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1400"
"3611","February",1962,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1400"
"3612","February",1962,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1230"
"3614","February",1962,"Unprovoked","SOLOMON ISLANDS","Fishing","M","Fatal","1230"
"3615","January",1962,"Unprovoked","NEW ZEALAND","Playing","M","Injured","1400"
"3617","January",1962,"Provoked","AUSTRALIA","Fishing","M","Injured","1400"
"3618","January",1962,"Unprovoked","SOUTH AFRICA","Fishing","M","Fatal","1400"
"3619","January",1962,"Provoked","NEW ZEALAND","Fishing","M","No Injury","1400"
"3620","January",1962,"Unprovoked","NEW ZEALAND","Fishing","M","Injured","1045"
"3621","January",1962,"Unprovoked","USA","Diving","M","Injured","1045"
"3622","January",1962,"Provoked","AUSTRALIA","Fishing","M","Injured","1045"
"3623","January",1962,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1045"
"3624","January",1962,"Boating","AUSTRALIA","Fishing","M","No Injury","1045"
"3625","January",1962,"Unprovoked","PAPUA NEW GUINEA","Fishing","M","Injured","1015"
"3626","January",1962,"Unprovoked","NEW ZEALAND","Fishing","F","Injured","1015"
"3627","January",1962,"Boating","AUSTRALIA","Fishing","M","No Injury","1015"
"3629","January",1962,"Provoked","AUSTRALIA","Kayaking","M","No Injury","1730"
"3630","January",1962,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1730"
"3631","January",1962,"Boating","SOUTH AFRICA","Fishing","M","Injured","1730"
"3632","January",1962,"Provoked","AUSTRALIA","Fishing","M","No Injury","1730"
"3633","January",1962,"Unprovoked","MARSHALL ISLANDS","Fishing","M","Injured","1830"
"3634","July",1962,"Unprovoked","SPAIN","Others","F","Injured","1830"
"3636","July",1962,"Unprovoked","AUSTRALIA","Diving","M","Injured","1830"
"3637","December",1961,"Unprovoked","AUSTRALIA","Standing","F","Fatal","1400"
"3638","December",1961,"Unprovoked","AUSTRALIA","Standing","M","Injured","1400"
"3639","December",1961,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1545"
"3640","December",1961,"Provoked","AUSTRALIA","Fishing","M","No Injury","1500"
"3641","December",1961,"Boating","AUSTRALIA","Fishing","M","No Injury","0930"
"3642","December",1961,"Unprovoked","MOZAMBIQUE","Bathing","M","Injured","0930"
"3643","December",1961,"Unprovoked","AUSTRALIA","Surfing","M","Fatal","1030"
"3644","December",1961,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1400"
"3646","October",1961,"Unprovoked","PHILIPPINES","Others","M","Injured","1600"
"3648","October",1961,"Boating","VANUATU","Canoeing","M","No Injury","1600"
"3651","September",1961,"Unprovoked","CROATIA","Swimming","M","Fatal","1200"
"3652","September",1961,"Provoked","TANZANIA","Fishing","M","Injured","0857"
"3653","September",1961,"Unprovoked","MID ATLANTIC OCEAN","Surfing","M","Injured","1830"
"3654","September",1961,"Unprovoked","PERSIAN GULF","Diving","M","Injured","1145"
"3655","September",1961,"Provoked","ITALY","Fishing","M","Injured","1845"
"3657","August",1961,"Unprovoked","USA","Swimming","M","Injured","1845"
"3658","August",1961,"Unprovoked","USA","Wading","M","Injured","1300"
"3659","August",1961,"Unprovoked","BERMUDA","Fishing","M","Injured","1300"
"3660","August",1961,"Unprovoked","USA","Fishing","M","Injured","1300"
"3661","August",1961,"Provoked","PAPUA NEW GUINEA","Fishing","M","Injured","1300"
"3662","July",1961,"Provoked","USA","Fishing","M","Injured","1300"
"3663","July",1971,"Unprovoked","TURKEY","Swimming","M","Injured","1300"
"3664","July",1961,"Provoked","AUSTRALIA","Fishing","M","No Injury","1300"
"3665","July",1961,"Unprovoked","ITALY","Fishing","M","Injured","1700"
"3666","July",1961,"Provoked","PANAMA","Fishing","M","Fatal","1700"
"3667","June",1961,"Unprovoked","USA","Diving","M","Fatal","1130"
"3668","June",1961,"Unprovoked","USA","Standing","M","Injured","0730"
"3669","June",1961,"Boating","USA","Fishing","M","No Injury","0915"
"3670","June",1961,"Unprovoked","NEW BRITAIN","Fishing","M","Injured","1830"
"3671","June",1961,"Provoked","PAPUA NEW GUINEA","Fishing","M","Injured","1430"
"3672","May",1961,"Unprovoked","USA","Diving","M","No Injury","1400"
"3673","May",1961,"Unprovoked","NEW BRITAIN","Fishing","M","Injured","1400"
"3674","May",1961,"Unprovoked","USA","Wading","M","Injured","1800"
"3675","May",1961,"Provoked","AUSTRALIA","Fishing","M","No Injury","1800"
"3676","April",1961,"Unprovoked","USA","Playing","M","Injured","1400"
"3677","April",1961,"Provoked","AUSTRALIA","Fishing","M","Injured","1400"
"3678","April",1961,"Unprovoked","MOZAMBIQUE","Swimming","M","Injured","1400"
"3679","April",1961,"Provoked","SOUTH AFRICA","Diving","M","Injured","1000"
"3680","April",1961,"Unprovoked","USA","Fishing","M","Injured","1030"
"3681","April",1961,"Provoked","AUSTRALIA","Fishing","M","Injured","1040"
"3682","April",1961,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1800"
"3683","April",1961,"Unprovoked","MOZAMBIQUE","Swimming","M","Fatal","1800"
"3684","April",1961,"Sea Disaster","PERSIAN GULF","Others","M","Fatal","0835"
"3685","April",1961,"Unprovoked","AUSTRALIA","Fishing","M","No Injury","0835"
"3686","April",1961,"Provoked","AUSTRALIA","Fishing","M","Injured","0835"
"3687","March",1961,"Unprovoked","AUSTRALIA","Fishing","M","Injured","0835"
"3688","March",1961,"Unprovoked","AUSTRALIA","Swimming","M","Injured","0835"
"3689","March",1961,"Provoked","AUSTRALIA","Fishing","F","Injured","0835"
"3690","March",1961,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1300"
"3691","March",1961,"Unprovoked","NORTH PACIFIC OCEAN","Diving","M","Injured","1600"
"3692","March",1961,"Provoked","SOUTH AFRICA","Fishing","M","Injured","1600"
"3693","March",1961,"Unprovoked","FIJI","Swimming","M","Injured","1600"
"3694","February",1961,"Provoked","USA","Others","M","Injured","1500"
"3695","February",1961,"Unprovoked","AUSTRALIA","Standing","F","Injured","1500"
"3697","February",1961,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1500"
"3698","February",1961,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1500"
"3699","February",1961,"Unprovoked","AUSTRALIA","Fishing","M","No Injury","1500"
